name,image,price,short_description,stock,sku,categories,tags,description,additional_information,related_products
Ekans,https://scrapeme.live/wp-content/uploads/2018/08/023.png,55.0,Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.,120 in stock,SKU: 5690,"Pokemon,Snake","ekans,Shed Skin,Snake",Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.,"[{'info': 'Weight', 'value': '15.2 kg'}, {'info': 'Dimensions', 'value': '6 x 6 x 6 cm'}]","[{'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}, {'name': 'Spearow', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/021-350x350.png', 'price': '£ 133.00', 'url': 'https://scrapeme.live/shop/Spearow/'}, {'name': 'Blastoise', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/009-350x350.png', 'price': '£ 76.00', 'url': 'https://scrapeme.live/shop/Blastoise/'}]"
Fearow,https://scrapeme.live/wp-content/uploads/2018/08/022.png,95.0,Fearow is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey.,276 in stock,SKU: 9127,"Beak,Pokemon","Beak,fearow,Keen Eye",Fearow is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey.,"[{'info': 'Weight', 'value': '83.8 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}, {'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}, {'name': 'Rattata', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png', 'price': '£ 128.00', 'url': 'https://scrapeme.live/shop/Rattata/'}]"
Spearow,https://scrapeme.live/wp-content/uploads/2018/08/021.png,133.0,"Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.",46 in stock,SKU: 1591,"Pokemon,Tiny Bird","Keen Eye,spearow,Tiny Bird","Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.","[{'info': 'Weight', 'value': '4.4 kg'}, {'info': 'Dimensions', 'value': '1 x 1 x 1 cm'}]","[{'name': 'Blastoise', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/009-350x350.png', 'price': '£ 76.00', 'url': 'https://scrapeme.live/shop/Blastoise/'}, {'name': 'Charizard', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/006-350x350.png', 'price': '£ 156.00', 'url': 'https://scrapeme.live/shop/Charizard/'}, {'name': 'Pidgeotto', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png', 'price': '£ 84.00', 'url': 'https://scrapeme.live/shop/Pidgeotto/'}]"
Raticate,https://scrapeme.live/wp-content/uploads/2018/08/020.png,60.0,"Raticate’s sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs. It may even chew on the walls of houses.",204 in stock,SKU: 5745,"Mouse,Pokemon","Mouse,raticate,Run Away","Raticate’s sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs. It may even chew on the walls of houses.","[{'info': 'Weight', 'value': '40.8 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Ekans', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/023-350x350.png', 'price': '£ 55.00', 'url': 'https://scrapeme.live/shop/Ekans/'}, {'name': 'Wartortle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png', 'price': '£ 123.00', 'url': 'https://scrapeme.live/shop/Wartortle/'}, {'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}]"
Rattata,https://scrapeme.live/wp-content/uploads/2018/08/019.png,128.0,"Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.",16 in stock,SKU: 1009,"Mouse,Pokemon","Mouse,rattata,Run Away","Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","[{'info': 'Weight', 'value': '7.7 kg'}, {'info': 'Dimensions', 'value': '1 x 1 x 1 cm'}]","[{'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}, {'name': 'Ekans', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/023-350x350.png', 'price': '£ 55.00', 'url': 'https://scrapeme.live/shop/Ekans/'}, {'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}]"
Pidgeot,https://scrapeme.live/wp-content/uploads/2018/08/018.png,185.0,"This Pokémon has a dazzling plumage of beautifully glossy feathers. Many Trainers are captivated by the striking beauty of the feathers on its head, compelling them to choose Pidgeot as their Pokémon.",90 in stock,SKU: 8462,"Bird,Pokemon","Bird,Keen Eye,pidgeot","This Pokémon has a dazzling plumage of beautifully glossy feathers. Many Trainers are captivated by the striking beauty of the feathers on its head, compelling them to choose Pidgeot as their Pokémon.","[{'info': 'Weight', 'value': '87.1 kg'}, {'info': 'Dimensions', 'value': '4 x 4 x 4 cm'}]","[{'name': 'Wartortle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png', 'price': '£ 123.00', 'url': 'https://scrapeme.live/shop/Wartortle/'}, {'name': 'Ekans', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/023-350x350.png', 'price': '£ 55.00', 'url': 'https://scrapeme.live/shop/Ekans/'}, {'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}]"
Pidgeotto,https://scrapeme.live/wp-content/uploads/2018/08/017.png,84.0,"Pidgeotto claims a large area as its own territory. This Pokémon flies around, patrolling its living space. If its territory is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws.",120 in stock,SKU: 1150,"Bird,Pokemon","Bird,Keen Eye,pidgeotto","Pidgeotto claims a large area as its own territory. This Pokémon flies around, patrolling its living space. If its territory is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws.","[{'info': 'Weight', 'value': '66.1 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Weedle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/013-350x350.png', 'price': '£ 25.00', 'url': 'https://scrapeme.live/shop/Weedle/'}, {'name': 'Beedrill', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/015-350x350.png', 'price': '£ 168.00', 'url': 'https://scrapeme.live/shop/Beedrill/'}, {'name': 'Wartortle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png', 'price': '£ 123.00', 'url': 'https://scrapeme.live/shop/Wartortle/'}]"
Parasect,https://scrapeme.live/wp-content/uploads/2018/08/047.png,27.0,"Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots. When an infested tree dies, they move onto another tree all at once.",17 in stock,SKU: 4612,"Mushroom,Pokemon","Effect Spore,Mushroom,parasect","Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots. When an infested tree dies, they move onto another tree all at once.","[{'info': 'Weight', 'value': '65 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Raticate', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/020-350x350.png', 'price': '£ 60.00', 'url': 'https://scrapeme.live/shop/Raticate/'}, {'name': 'Kakuna', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/014-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Kakuna/'}, {'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}]"
Diglett,https://scrapeme.live/wp-content/uploads/2018/08/050.png,122.0,"Diglett are raised in most farms. The reason is simple— wherever this Pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables.",227 in stock,SKU: 4383,"Mole,Pokemon","diglett,Mole,Sand Veil","Diglett are raised in most farms. The reason is simple— wherever this Pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables.","[{'info': 'Weight', 'value': '1.8 kg'}]","[{'name': 'Ekans', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/023-350x350.png', 'price': '£ 55.00', 'url': 'https://scrapeme.live/shop/Ekans/'}, {'name': 'Wartortle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png', 'price': '£ 123.00', 'url': 'https://scrapeme.live/shop/Wartortle/'}, {'name': 'Arbok', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/024-350x350.png', 'price': '£ 182.00', 'url': 'https://scrapeme.live/shop/Arbok/'}]"
Venonat,https://scrapeme.live/wp-content/uploads/2018/08/048.png,158.0,"Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.",177 in stock,SKU: 1329,"Insect,Pokemon","Compound Eyes,Insect,venonat","Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.","[{'info': 'Weight', 'value': '66.1 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Charizard', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/006-350x350.png', 'price': '£ 156.00', 'url': 'https://scrapeme.live/shop/Charizard/'}, {'name': 'Beedrill', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/015-350x350.png', 'price': '£ 168.00', 'url': 'https://scrapeme.live/shop/Beedrill/'}, {'name': 'Pidgeotto', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png', 'price': '£ 84.00', 'url': 'https://scrapeme.live/shop/Pidgeotto/'}]"
Oddish,https://scrapeme.live/wp-content/uploads/2018/08/043.png,45.0,"Oddish searches for fertile, nutrient-rich soil, then plants itself. During the daytime, while it is planted, this Pokémon’s feet are thought to change shape and become similar to the roots of trees.",296 in stock,SKU: 8337,"Pokemon,Weed","Chlorophyll,oddish,Weed","Oddish searches for fertile, nutrient-rich soil, then plants itself. During the daytime, while it is planted, this Pokémon’s feet are thought to change shape and become similar to the roots of trees.","[{'info': 'Weight', 'value': '11.9 kg'}, {'info': 'Dimensions', 'value': '1 x 1 x 1 cm'}]","[{'name': 'Raticate', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/020-350x350.png', 'price': '£ 60.00', 'url': 'https://scrapeme.live/shop/Raticate/'}, {'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}]"
Venomoth,https://scrapeme.live/wp-content/uploads/2018/08/049.png,53.0,"Venomoth is nocturnal—it is a Pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness.",22 in stock,SKU: 3503,"Poison Moth,Pokemon","Poison Moth,Shield Dust,venomoth","Venomoth is nocturnal—it is a Pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness.","[{'info': 'Weight', 'value': '27.6 kg'}, {'info': 'Dimensions', 'value': '4 x 4 x 4 cm'}]","[{'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}, {'name': 'Ekans', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/023-350x350.png', 'price': '£ 55.00', 'url': 'https://scrapeme.live/shop/Ekans/'}, {'name': 'Arbok', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/024-350x350.png', 'price': '£ 182.00', 'url': 'https://scrapeme.live/shop/Arbok/'}]"
Paras,https://scrapeme.live/wp-content/uploads/2018/08/046.png,168.0,Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host. They are highly valued as a medicine for extending life.,192 in stock,SKU: 9691,"Mushroom,Pokemon","Effect Spore,Mushroom,paras",Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host. They are highly valued as a medicine for extending life.,"[{'info': 'Weight', 'value': '11.9 kg'}, {'info': 'Dimensions', 'value': '1 x 1 x 1 cm'}]","[{'name': 'Weedle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/013-350x350.png', 'price': '£ 25.00', 'url': 'https://scrapeme.live/shop/Weedle/'}, {'name': 'Rattata', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png', 'price': '£ 128.00', 'url': 'https://scrapeme.live/shop/Rattata/'}, {'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}]"
Vileplume,https://scrapeme.live/wp-content/uploads/2018/08/045.png,170.0,"Vileplume has the world’s largest petals. They are used to attract prey that are then doused with toxic spores. Once the prey are immobilized, this Pokémon catches and devours them.",283 in stock,SKU: 5295,"Flower,Pokemon","Chlorophyll,Flower,vileplume","Vileplume has the world’s largest petals. They are used to attract prey that are then doused with toxic spores. Once the prey are immobilized, this Pokémon catches and devours them.","[{'info': 'Weight', 'value': '41 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Pidgeotto', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png', 'price': '£ 84.00', 'url': 'https://scrapeme.live/shop/Pidgeotto/'}, {'name': 'Ekans', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/023-350x350.png', 'price': '£ 55.00', 'url': 'https://scrapeme.live/shop/Ekans/'}, {'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}]"
Gloom,https://scrapeme.live/wp-content/uploads/2018/08/044.png,178.0,"From its mouth Gloom drips honey that smells absolutely horrible. Apparently, it loves the horrid stench. It sniffs the noxious fumes and then drools even more of its honey.",74 in stock,SKU: 7374,"Pokemon,Weed","Chlorophyll,gloom,Weed","From its mouth Gloom drips honey that smells absolutely horrible. Apparently, it loves the horrid stench. It sniffs the noxious fumes and then drools even more of its honey.","[{'info': 'Weight', 'value': '19 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Weedle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/013-350x350.png', 'price': '£ 25.00', 'url': 'https://scrapeme.live/shop/Weedle/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}, {'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}]"
Golbat,https://scrapeme.live/wp-content/uploads/2018/08/042.png,136.0,"Golbat bites down on prey with its four fangs and drinks the victim’s blood. It becomes active on inky dark moonless nights, flying around to attack people and Pokémon.",52 in stock,SKU: 5941,"Bat,Pokemon","Bat,golbat,Inner Focus","Golbat bites down on prey with its four fangs and drinks the victim’s blood. It becomes active on inky dark moonless nights, flying around to attack people and Pokémon.","[{'info': 'Weight', 'value': '121.3 kg'}, {'info': 'Dimensions', 'value': '5 x 5 x 5 cm'}]","[{'name': 'Charmander', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/004-350x350.png', 'price': '£ 48.00', 'url': 'https://scrapeme.live/shop/Charmander/'}, {'name': 'Kakuna', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/014-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Kakuna/'}, {'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}]"
Zubat,https://scrapeme.live/wp-content/uploads/2018/08/041.png,125.0,"Zubat avoids sunlight because exposure causes it to become unhealthy. During the daytime, it stays in caves or under the eaves of old houses, sleeping while hanging upside down.",154 in stock,SKU: 2584,"Bat,Pokemon","Bat,Inner Focus,zubat","Zubat avoids sunlight because exposure causes it to become unhealthy. During the daytime, it stays in caves or under the eaves of old houses, sleeping while hanging upside down.","[{'info': 'Weight', 'value': '16.5 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Butterfree', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/012-350x350.png', 'price': '£ 162.00', 'url': 'https://scrapeme.live/shop/Butterfree/'}, {'name': 'Charizard', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/006-350x350.png', 'price': '£ 156.00', 'url': 'https://scrapeme.live/shop/Charizard/'}, {'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}]"
Wigglytuff,https://scrapeme.live/wp-content/uploads/2018/08/040.png,130.0,"Wigglytuff’s body is very flexible. By inhaling deeply, this Pokémon can inflate itself seemingly without end. Once inflated, Wigglytuff bounces along lightly like a balloon.",260 in stock,SKU: 2733,"Balloon,Pokemon","Balloon,Cute Charm,wigglytuff","Wigglytuff’s body is very flexible. By inhaling deeply, this Pokémon can inflate itself seemingly without end. Once inflated, Wigglytuff bounces along lightly like a balloon.","[{'info': 'Weight', 'value': '26.5 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Arbok', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/024-350x350.png', 'price': '£ 182.00', 'url': 'https://scrapeme.live/shop/Arbok/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}, {'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}]"
Jigglypuff,https://scrapeme.live/wp-content/uploads/2018/08/039.png,61.0,"When this Pokémon sings, it never pauses to breathe. If it is in a battle against an opponent that does not easily fall asleep, Jigglypuff cannot breathe, endangering its life.",136 in stock,SKU: 9180,"Balloon,Pokemon","Balloon,Cute Charm,jigglypuff","When this Pokémon sings, it never pauses to breathe. If it is in a battle against an opponent that does not easily fall asleep, Jigglypuff cannot breathe, endangering its life.","[{'info': 'Weight', 'value': '12.1 kg'}, {'info': 'Dimensions', 'value': '1 x 1 x 1 cm'}]","[{'name': 'Charizard', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/006-350x350.png', 'price': '£ 156.00', 'url': 'https://scrapeme.live/shop/Charizard/'}, {'name': 'Ekans', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/023-350x350.png', 'price': '£ 55.00', 'url': 'https://scrapeme.live/shop/Ekans/'}, {'name': 'Blastoise', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/009-350x350.png', 'price': '£ 76.00', 'url': 'https://scrapeme.live/shop/Blastoise/'}]"
Vulpix,https://scrapeme.live/wp-content/uploads/2018/08/037.png,85.0,"Inside Vulpix’s body burns a flame that never goes out. During the daytime, when the temperatures rise, this Pokémon releases flames from its mouth to prevent its body from growing too hot.",268 in stock,SKU: 1440,"Fox,Pokemon","Flash Fire,Fox,vulpix","Inside Vulpix’s body burns a flame that never goes out. During the daytime, when the temperatures rise, this Pokémon releases flames from its mouth to prevent its body from growing too hot.","[{'info': 'Weight', 'value': '21.8 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Kakuna', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/014-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Kakuna/'}, {'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}, {'name': 'Raticate', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/020-350x350.png', 'price': '£ 60.00', 'url': 'https://scrapeme.live/shop/Raticate/'}]"
Ninetales,https://scrapeme.live/wp-content/uploads/2018/08/038.png,52.0,Legend has it that Ninetales came into being when nine wizards possessing sacred powers merged into one. This Pokémon is highly intelligent—it can understand human speech.,215 in stock,SKU: 5173,"Fox,Pokemon","Flash Fire,Fox,ninetales",Legend has it that Ninetales came into being when nine wizards possessing sacred powers merged into one. This Pokémon is highly intelligent—it can understand human speech.,"[{'info': 'Weight', 'value': '43.9 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}, {'name': 'Kakuna', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/014-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Kakuna/'}, {'name': 'Ivysaur', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/002-350x350.png', 'price': '£ 87.00', 'url': 'https://scrapeme.live/shop/Ivysaur/'}]"
Clefable,https://scrapeme.live/wp-content/uploads/2018/08/036.png,188.0,"Clefable moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water. It is known to take strolls on lakes on quiet, moonlit nights.",23 in stock,SKU: 9786,"Fairy,Pokemon","clefable,Cute Charm,Fairy","Clefable moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water. It is known to take strolls on lakes on quiet, moonlit nights.","[{'info': 'Weight', 'value': '88.2 kg'}, {'info': 'Dimensions', 'value': '4 x 4 x 4 cm'}]","[{'name': 'Pidgey', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/016-350x350.png', 'price': '£ 159.00', 'url': 'https://scrapeme.live/shop/Pidgey/'}, {'name': 'Fearow', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/022-350x350.png', 'price': '£ 95.00', 'url': 'https://scrapeme.live/shop/Fearow/'}, {'name': 'Pidgeotto', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png', 'price': '£ 84.00', 'url': 'https://scrapeme.live/shop/Pidgeotto/'}]"
Clefairy,https://scrapeme.live/wp-content/uploads/2018/08/035.png,160.0,"On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other.",86 in stock,SKU: 3259,"Fairy,Pokemon","clefairy,Cute Charm,Fairy","On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other.","[{'info': 'Weight', 'value': '16.5 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Pidgeotto', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png', 'price': '£ 84.00', 'url': 'https://scrapeme.live/shop/Pidgeotto/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}, {'name': 'Blastoise', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/009-350x350.png', 'price': '£ 76.00', 'url': 'https://scrapeme.live/shop/Blastoise/'}]"
Kadabra,https://scrapeme.live/wp-content/uploads/2018/08/064.png,129.0,"Kadabra holds a silver spoon in its hand. The spoon is used to amplify the alpha waves in its brain. Without the spoon, the Pokémon is said to be limited to half the usual amount of its telekinetic powers.",195 in stock,SKU: 9040,"Pokemon,Psi","Inner Focus,kadabra,Psi","Kadabra holds a silver spoon in its hand. The spoon is used to amplify the alpha waves in its brain. Without the spoon, the Pokémon is said to be limited to half the usual amount of its telekinetic powers.","[{'info': 'Weight', 'value': '124.6 kg'}, {'info': 'Dimensions', 'value': '4 x 4 x 4 cm'}]","[{'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}, {'name': 'Spearow', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/021-350x350.png', 'price': '£ 133.00', 'url': 'https://scrapeme.live/shop/Spearow/'}, {'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}]"
Poliwag,https://scrapeme.live/wp-content/uploads/2018/08/060.png,174.0,"Poliwag has a very thin skin. It is possible to see the Pokémon’s spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.",217 in stock,SKU: 6402,"Pokemon,Tadpole","Damp,poliwag,Tadpole","Poliwag has a very thin skin. It is possible to see the Pokémon’s spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.","[{'info': 'Weight', 'value': '27.3 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Blastoise', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/009-350x350.png', 'price': '£ 76.00', 'url': 'https://scrapeme.live/shop/Blastoise/'}, {'name': 'Butterfree', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/012-350x350.png', 'price': '£ 162.00', 'url': 'https://scrapeme.live/shop/Butterfree/'}, {'name': 'Pidgey', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/016-350x350.png', 'price': '£ 159.00', 'url': 'https://scrapeme.live/shop/Pidgey/'}]"
